ProductionOrderID,MaterialNumber,MaterialName,ProductComplexity,OrderDate,PlannedQty,MachineClass,PlantID
PO102149,FG0003,Magneti Marelli Radiator,HIGH,2025-03-18,155,GRIND,PLT1
PO102150,FG0006,Aftermarket Timing Belt,HIGH,2025-11-30,30,GRIND,PLT3
PO102151,FG0001,Aftermarket Gearbox,MED,2025-03-23,133,PRESS,PLT3
PO102152,FG0028,ACDelco Bearing,LOW,2025-02-28,56,PRESS,PLT1
PO102153,FG0001,Aftermarket Gearbox,MED,2025-05-02,124,ROBOT,PLT2
PO102154,FG0026,Delphi Camshaft,LOW,2025-03-11,48,GRIND,PLT1
PO102155,FG0029,ACDelco Catalytic Converter,LOW,2025-02-07,96,CNC,PLT2
PO102156,FG0001,Aftermarket Gearbox,MED,2025-11-09,60,ROBOT,PLT2
PO102157,FG0030,Magneti Marelli Sensor,MED,2025-05-10,135,MILL,PLT1
PO102158,FG0003,Magneti Marelli Radiator,HIGH,2025-03-23,184,CNC,PLT3
PO102159,FG0009,TRW Crankshaft,LOW,2025-06-21,199,PRESS,PLT2
PO102160,FG0023,ACDelco Oil Pump,HIGH,2025-08-13,74,PRESS,PLT2
PO102161,FG0002,Bosch Timing Belt,MED,2025-08-30,59,ROBOT,PLT2
PO102162,FG0028,ACDelco Bearing,LOW,2025-03-02,188,CNC,PLT2
PO102163,FG0010,Bosch Camshaft,MED,2025-06-10,134,ROBOT,PLT3
PO102164,FG0017,Valeo Sway Bar,MED,2025-08-26,169,ROBOT,PLT3
PO102165,FG0029,ACDelco Catalytic Converter,LOW,2025-05-28,48,PRESS,PLT2
PO102166,FG0005,Remanufactured Gearbox,LOW,2025-07-14,24,PRESS,PLT3
PO102167,FG0012,OEM Catalytic Converter,HIGH,2025-09-23,153,CNC,PLT1
PO102168,FG0024,Denso Turbocharger,HIGH,2025-04-17,172,MILL,PLT3
PO102169,FG0022,Remanufactured Caliper,LOW,2025-06-27,103,ROBOT,PLT3
PO102170,FG0012,OEM Catalytic Converter,HIGH,2025-06-09,123,GRIND,PLT2
PO102171,FG0010,Bosch Camshaft,MED,2025-11-03,111,GRIND,PLT2
PO102172,FG0020,Bosch Fan,MED,2025-08-18,71,ROBOT,PLT1
PO102173,FG0003,Magneti Marelli Radiator,HIGH,2025-08-11,159,MILL,PLT2
PO102174,FG0003,Magneti Marelli Radiator,HIGH,2025-04-28,148,MILL,PLT2
PO102175,FG0029,ACDelco Catalytic Converter,LOW,2025-01-10,30,CNC,PLT3
PO102176,FG0018,Genuine Oil Pump,LOW,2025-11-07,22,CNC,PLT3
PO102177,FG0014,Valeo Airbag Module,HIGH,2025-07-11,68,ROBOT,PLT1
PO102178,FG0015,Aftermarket Airbag Module,MED,2025-03-14,79,GRIND,PLT3
PO102179,FG0016,OEM Caliper,LOW,2025-03-11,116,GRIND,PLT3
PO102180,FG0017,Valeo Sway Bar,MED,2025-10-06,34,PRESS,PLT1
PO102181,FG0022,Remanufactured Caliper,LOW,2025-02-25,43,PRESS,PLT2
PO102182,FG0023,ACDelco Oil Pump,HIGH,2025-05-26,89,PRESS,PLT1
PO102183,FG0026,Delphi Camshaft,LOW,2025-12-31,123,PRESS,PLT3
PO102184,FG0001,Aftermarket Gearbox,MED,2025-10-31,193,CNC,PLT2
PO102185,FG0030,Magneti Marelli Sensor,MED,2025-12-24,163,PRESS,PLT3
PO102186,FG0020,Bosch Fan,MED,2025-06-03,102,MILL,PLT3
PO102187,FG0023,ACDelco Oil Pump,HIGH,2025-02-13,112,GRIND,PLT2
PO102188,FG0016,OEM Caliper,LOW,2025-04-11,20,MILL,PLT3
PO102189,FG0008,Delphi Exhaust Manifold,MED,2025-07-20,196,ROBOT,PLT2
PO102190,FG0018,Genuine Oil Pump,LOW,2025-01-21,116,CNC,PLT3
PO102191,FG0026,Delphi Camshaft,LOW,2025-02-28,182,PRESS,PLT2
PO102192,FG0027,TRW Gearbox,MED,2025-02-22,50,GRIND,PLT1
PO102193,FG0019,Performance Bearing,HIGH,2025-07-07,196,ROBOT,PLT1
PO102194,FG0020,Bosch Fan,MED,2025-05-11,83,PRESS,PLT1
PO102195,FG0004,Valeo Drive Shaft,MED,2025-07-03,81,PRESS,PLT2
PO102196,FG0023,ACDelco Oil Pump,HIGH,2025-05-06,53,MILL,PLT3
PO102197,FG0008,Delphi Exhaust Manifold,MED,2025-07-04,123,GRIND,PLT2
PO102198,FG0004,Valeo Drive Shaft,MED,2025-03-23,85,MILL,PLT2
PO102199,FG0029,ACDelco Catalytic Converter,LOW,2025-02-24,30,PRESS,PLT3
PO102200,FG0026,Delphi Camshaft,LOW,2025-09-19,169,CNC,PLT2
PO102201,FG0017,Valeo Sway Bar,MED,2025-08-01,92,MILL,PLT2
PO102202,FG0026,Delphi Camshaft,LOW,2025-01-19,172,GRIND,PLT1
PO102203,FG0016,OEM Caliper,LOW,2025-05-31,108,ROBOT,PLT3
PO102204,FG0004,Valeo Drive Shaft,MED,2025-06-01,152,GRIND,PLT3
PO102205,FG0014,Valeo Airbag Module,HIGH,2025-04-17,165,MILL,PLT1
PO102206,FG0011,Valeo Radiator,LOW,2025-10-04,168,PRESS,PLT2
PO102207,FG0019,Performance Bearing,HIGH,2025-05-13,32,GRIND,PLT1
PO102208,FG0003,Magneti Marelli Radiator,HIGH,2025-07-22,12,ROBOT,PLT3
PO102209,FG0027,TRW Gearbox,MED,2025-08-23,125,GRIND,PLT3
PO102210,FG0013,Bosch Shock Absorber,MED,2025-11-11,53,MILL,PLT3
PO102211,FG0015,Aftermarket Airbag Module,MED,2025-04-18,138,CNC,PLT3
PO102212,FG0001,Aftermarket Gearbox,MED,2025-08-13,151,GRIND,PLT1
PO102213,FG0024,Denso Turbocharger,HIGH,2025-06-14,173,CNC,PLT3
PO102214,FG0018,Genuine Oil Pump,LOW,2025-04-16,119,MILL,PLT3
PO102215,FG0026,Delphi Camshaft,LOW,2025-11-02,76,CNC,PLT2
PO102216,FG0010,Bosch Camshaft,MED,2025-08-12,152,ROBOT,PLT2
PO102217,FG0002,Bosch Timing Belt,MED,2025-12-08,25,CNC,PLT1
PO102218,FG0017,Valeo Sway Bar,MED,2025-12-05,44,ROBOT,PLT3
PO102219,FG0027,TRW Gearbox,MED,2025-10-07,190,CNC,PLT2
PO102220,FG0019,Performance Bearing,HIGH,2025-07-04,142,ROBOT,PLT2
PO102221,FG0023,ACDelco Oil Pump,HIGH,2025-04-22,30,MILL,PLT1
PO102222,FG0012,OEM Catalytic Converter,HIGH,2025-07-22,161,MILL,PLT2
PO102223,FG0014,Valeo Airbag Module,HIGH,2025-01-16,132,MILL,PLT1
PO102224,FG0005,Remanufactured Gearbox,LOW,2025-03-20,158,GRIND,PLT2
PO102225,FG0029,ACDelco Catalytic Converter,LOW,2025-12-23,44,PRESS,PLT3
PO102226,FG0016,OEM Caliper,LOW,2025-03-05,135,PRESS,PLT1
PO102227,FG0014,Valeo Airbag Module,HIGH,2025-06-24,78,GRIND,PLT3
PO102228,FG0006,Aftermarket Timing Belt,HIGH,2025-07-02,109,CNC,PLT1
PO102229,FG0004,Valeo Drive Shaft,MED,2025-01-15,172,PRESS,PLT2
PO102230,FG0001,Aftermarket Gearbox,MED,2025-11-04,145,ROBOT,PLT1
PO102231,FG0028,ACDelco Bearing,LOW,2025-07-25,116,PRESS,PLT3
PO102232,FG0001,Aftermarket Gearbox,MED,2025-12-06,59,PRESS,PLT1
PO102233,FG0008,Delphi Exhaust Manifold,MED,2025-11-01,24,GRIND,PLT3
PO102234,FG0012,OEM Catalytic Converter,HIGH,2025-06-26,120,GRIND,PLT3
PO102235,FG0013,Bosch Shock Absorber,MED,2025-04-12,19,ROBOT,PLT1
PO102236,FG0027,TRW Gearbox,MED,2025-02-02,196,MILL,PLT2
PO102237,FG0010,Bosch Camshaft,MED,2025-03-21,29,CNC,PLT2
PO102238,FG0022,Remanufactured Caliper,LOW,2025-01-02,89,PRESS,PLT2
PO102239,FG0009,TRW Crankshaft,LOW,2025-08-04,68,MILL,PLT1
PO102240,FG0020,Bosch Fan,MED,2025-04-21,195,GRIND,PLT2
PO102241,FG0028,ACDelco Bearing,LOW,2025-12-09,105,CNC,PLT3
PO102242,FG0009,TRW Crankshaft,LOW,2025-06-01,126,ROBOT,PLT1
PO102243,FG0008,Delphi Exhaust Manifold,MED,2025-09-25,105,PRESS,PLT1
PO102244,FG0012,OEM Catalytic Converter,HIGH,2025-09-30,57,CNC,PLT3
PO102245,FG0015,Aftermarket Airbag Module,MED,2025-05-02,131,ROBOT,PLT3
PO102246,FG0023,ACDelco Oil Pump,HIGH,2025-08-17,144,GRIND,PLT3
PO102247,FG0029,ACDelco Catalytic Converter,LOW,2025-01-18,151,CNC,PLT3
PO102248,FG0020,Bosch Fan,MED,2025-01-18,56,CNC,PLT2
PO102249,FG0019,Performance Bearing,HIGH,2025-01-02,13,MILL,PLT3
PO102250,FG0030,Magneti Marelli Sensor,MED,2025-07-12,94,ROBOT,PLT2
PO102251,FG0020,Bosch Fan,MED,2025-05-21,121,CNC,PLT1
PO102252,FG0017,Valeo Sway Bar,MED,2025-09-03,74,CNC,PLT1
PO102253,FG0020,Bosch Fan,MED,2025-11-13,72,CNC,PLT3
PO102254,FG0002,Bosch Timing Belt,MED,2025-07-13,95,GRIND,PLT1
PO102255,FG0030,Magneti Marelli Sensor,MED,2025-07-28,151,ROBOT,PLT1
PO102256,FG0025,Performance Fuel Injector,MED,2025-09-06,151,CNC,PLT1
PO102257,FG0026,Delphi Camshaft,LOW,2025-09-04,32,GRIND,PLT1
PO102258,FG0024,Denso Turbocharger,HIGH,2025-12-22,137,MILL,PLT1
PO102259,FG0004,Valeo Drive Shaft,MED,2025-05-06,152,ROBOT,PLT1
PO102260,FG0025,Performance Fuel Injector,MED,2025-07-18,198,PRESS,PLT3
PO102261,FG0025,Performance Fuel Injector,MED,2025-03-04,168,CNC,PLT1
PO102262,FG0018,Genuine Oil Pump,LOW,2025-06-17,80,CNC,PLT2
PO102263,FG0027,TRW Gearbox,MED,2025-01-08,196,CNC,PLT2
PO102264,FG0006,Aftermarket Timing Belt,HIGH,2025-12-06,39,CNC,PLT3
PO102265,FG0019,Performance Bearing,HIGH,2025-01-27,180,MILL,PLT3
PO102266,FG0012,OEM Catalytic Converter,HIGH,2025-03-31,36,GRIND,PLT3
PO102267,FG0007,Sport Shock Absorber,MED,2025-11-29,70,MILL,PLT2
PO102268,FG0030,Magneti Marelli Sensor,MED,2025-06-13,56,PRESS,PLT2
PO102269,FG0010,Bosch Camshaft,MED,2025-01-14,73,PRESS,PLT1
PO102270,FG0012,OEM Catalytic Converter,HIGH,2025-02-14,104,CNC,PLT2
PO102271,FG0022,Remanufactured Caliper,LOW,2025-07-24,176,CNC,PLT2
PO102272,FG0027,TRW Gearbox,MED,2025-02-07,91,MILL,PLT3
PO102273,FG0025,Performance Fuel Injector,MED,2025-06-11,187,CNC,PLT1
PO102274,FG0028,ACDelco Bearing,LOW,2025-01-02,77,CNC,PLT1
PO102275,FG0024,Denso Turbocharger,HIGH,2025-03-28,195,GRIND,PLT1
PO102276,FG0017,Valeo Sway Bar,MED,2025-12-01,48,MILL,PLT1
PO102277,FG0012,OEM Catalytic Converter,HIGH,2025-05-28,154,ROBOT,PLT2
PO102278,FG0021,Performance Differential,MED,2025-08-17,148,CNC,PLT2
PO102279,FG0026,Delphi Camshaft,LOW,2025-02-09,143,MILL,PLT2
PO102280,FG0005,Remanufactured Gearbox,LOW,2025-07-26,61,CNC,PLT3
PO102281,FG0015,Aftermarket Airbag Module,MED,2025-04-18,30,PRESS,PLT3
PO102282,FG0003,Magneti Marelli Radiator,HIGH,2025-04-06,197,MILL,PLT3
PO102283,FG0027,TRW Gearbox,MED,2025-08-27,18,MILL,PLT2
PO102284,FG0004,Valeo Drive Shaft,MED,2025-03-15,114,CNC,PLT3
PO102285,FG0028,ACDelco Bearing,LOW,2025-10-27,27,MILL,PLT2
PO102286,FG0002,Bosch Timing Belt,MED,2025-01-23,83,PRESS,PLT1
PO102287,FG0005,Remanufactured Gearbox,LOW,2025-10-21,94,ROBOT,PLT2
PO102288,FG0010,Bosch Camshaft,MED,2025-11-16,199,ROBOT,PLT2
PO102289,FG0022,Remanufactured Caliper,LOW,2025-06-04,166,MILL,PLT2
PO102290,FG0013,Bosch Shock Absorber,MED,2025-03-12,198,ROBOT,PLT1
PO102291,FG0014,Valeo Airbag Module,HIGH,2025-08-02,86,CNC,PLT3
PO102292,FG0003,Magneti Marelli Radiator,HIGH,2025-11-20,168,PRESS,PLT1
PO102293,FG0023,ACDelco Oil Pump,HIGH,2025-01-19,148,PRESS,PLT3
PO102294,FG0003,Magneti Marelli Radiator,HIGH,2025-11-14,34,GRIND,PLT1
PO102295,FG0027,TRW Gearbox,MED,2025-06-28,100,GRIND,PLT2
PO102296,FG0014,Valeo Airbag Module,HIGH,2025-11-16,123,GRIND,PLT3
PO102297,FG0005,Remanufactured Gearbox,LOW,2025-11-10,88,PRESS,PLT3
PO102298,FG0007,Sport Shock Absorber,MED,2025-10-04,184,MILL,PLT3
PO102299,FG0006,Aftermarket Timing Belt,HIGH,2025-09-20,151,CNC,PLT2
PO102300,FG0007,Sport Shock Absorber,MED,2025-09-24,154,GRIND,PLT1
PO102301,FG0009,TRW Crankshaft,LOW,2025-04-21,194,GRIND,PLT1
PO102302,FG0012,OEM Catalytic Converter,HIGH,2025-05-19,190,CNC,PLT3
PO102303,FG0010,Bosch Camshaft,MED,2025-02-10,43,ROBOT,PLT2
PO102304,FG0023,ACDelco Oil Pump,HIGH,2025-07-22,172,PRESS,PLT2
PO102305,FG0008,Delphi Exhaust Manifold,MED,2025-08-11,150,PRESS,PLT2
PO102306,FG0012,OEM Catalytic Converter,HIGH,2025-06-13,112,GRIND,PLT2
PO102307,FG0005,Remanufactured Gearbox,LOW,2025-09-01,188,ROBOT,PLT3
PO102308,FG0030,Magneti Marelli Sensor,MED,2025-08-01,63,GRIND,PLT2
PO102309,FG0026,Delphi Camshaft,LOW,2025-03-30,70,PRESS,PLT3
PO102310,FG0011,Valeo Radiator,LOW,2025-02-03,150,MILL,PLT1
PO102311,FG0023,ACDelco Oil Pump,HIGH,2025-08-12,153,ROBOT,PLT2
PO102312,FG0030,Magneti Marelli Sensor,MED,2025-05-03,41,CNC,PLT2
PO102313,FG0030,Magneti Marelli Sensor,MED,2025-08-19,17,GRIND,PLT2
PO102314,FG0024,Denso Turbocharger,HIGH,2025-04-18,192,CNC,PLT3
PO102315,FG0013,Bosch Shock Absorber,MED,2025-04-13,82,MILL,PLT3
PO102316,FG0010,Bosch Camshaft,MED,2025-04-02,194,PRESS,PLT1
PO102317,FG0007,Sport Shock Absorber,MED,2025-08-21,141,PRESS,PLT1
PO102318,FG0001,Aftermarket Gearbox,MED,2025-05-25,112,CNC,PLT1
PO102319,FG0003,Magneti Marelli Radiator,HIGH,2025-12-02,16,MILL,PLT3
PO102320,FG0012,OEM Catalytic Converter,HIGH,2025-04-30,104,CNC,PLT3
PO102321,FG0029,ACDelco Catalytic Converter,LOW,2025-08-20,171,GRIND,PLT2
PO102322,FG0024,Denso Turbocharger,HIGH,2025-01-16,75,CNC,PLT2
PO102323,FG0014,Valeo Airbag Module,HIGH,2025-02-23,185,ROBOT,PLT1
PO102324,FG0013,Bosch Shock Absorber,MED,2025-12-03,156,MILL,PLT1
PO102325,FG0002,Bosch Timing Belt,MED,2025-05-06,120,ROBOT,PLT1
PO102326,FG0022,Remanufactured Caliper,LOW,2025-09-29,63,PRESS,PLT2
PO102327,FG0019,Performance Bearing,HIGH,2025-02-28,86,PRESS,PLT1
PO102328,FG0007,Sport Shock Absorber,MED,2025-10-11,73,ROBOT,PLT3
PO102329,FG0030,Magneti Marelli Sensor,MED,2025-09-01,61,GRIND,PLT1
PO102330,FG0029,ACDelco Catalytic Converter,LOW,2025-04-12,176,PRESS,PLT3
PO102331,FG0003,Magneti Marelli Radiator,HIGH,2025-01-16,126,GRIND,PLT3
PO102332,FG0013,Bosch Shock Absorber,MED,2025-08-01,171,PRESS,PLT2
PO102333,FG0002,Bosch Timing Belt,MED,2025-01-26,142,ROBOT,PLT3
PO102334,FG0022,Remanufactured Caliper,LOW,2025-10-01,34,ROBOT,PLT3
PO102335,FG0006,Aftermarket Timing Belt,HIGH,2025-03-16,100,GRIND,PLT2
PO102336,FG0025,Performance Fuel Injector,MED,2025-10-02,110,ROBOT,PLT2
PO102337,FG0021,Performance Differential,MED,2025-08-26,158,GRIND,PLT1
PO102338,FG0012,OEM Catalytic Converter,HIGH,2025-12-05,129,MILL,PLT1
PO102339,FG0003,Magneti Marelli Radiator,HIGH,2025-06-02,133,PRESS,PLT1
PO102340,FG0017,Valeo Sway Bar,MED,2025-10-26,88,ROBOT,PLT1
PO102341,FG0017,Valeo Sway Bar,MED,2025-01-29,171,CNC,PLT3
PO102342,FG0003,Magneti Marelli Radiator,HIGH,2025-11-25,101,GRIND,PLT2
PO102343,FG0022,Remanufactured Caliper,LOW,2025-12-14,55,MILL,PLT2
PO102344,FG0022,Remanufactured Caliper,LOW,2025-10-14,18,GRIND,PLT1
PO102345,FG0019,Performance Bearing,HIGH,2025-04-26,123,CNC,PLT2
PO102346,FG0023,ACDelco Oil Pump,HIGH,2025-12-30,166,CNC,PLT2
PO102347,FG0028,ACDelco Bearing,LOW,2025-08-07,22,ROBOT,PLT2
PO102348,FG0018,Genuine Oil Pump,LOW,2025-09-06,66,PRESS,PLT3
PO102349,FG0003,Magneti Marelli Radiator,HIGH,2025-09-21,40,PRESS,PLT2
PO102350,FG0010,Bosch Camshaft,MED,2025-10-30,48,PRESS,PLT3
PO102351,FG0023,ACDelco Oil Pump,HIGH,2025-09-12,181,ROBOT,PLT3
PO102352,FG0005,Remanufactured Gearbox,LOW,2025-03-10,61,PRESS,PLT1
PO102353,FG0017,Valeo Sway Bar,MED,2025-10-12,135,CNC,PLT1
PO102354,FG0029,ACDelco Catalytic Converter,LOW,2025-03-11,86,MILL,PLT1
PO102355,FG0009,TRW Crankshaft,LOW,2025-12-06,50,MILL,PLT2
PO102356,FG0016,OEM Caliper,LOW,2025-05-22,166,GRIND,PLT1
PO102357,FG0003,Magneti Marelli Radiator,HIGH,2025-06-19,32,MILL,PLT2
PO102358,FG0026,Delphi Camshaft,LOW,2025-05-31,68,PRESS,PLT1
PO102359,FG0016,OEM Caliper,LOW,2025-04-29,81,ROBOT,PLT1
PO102360,FG0025,Performance Fuel Injector,MED,2025-01-15,108,ROBOT,PLT1
PO102361,FG0012,OEM Catalytic Converter,HIGH,2025-03-15,128,PRESS,PLT3
PO102362,FG0001,Aftermarket Gearbox,MED,2025-02-23,33,MILL,PLT2
PO102363,FG0027,TRW Gearbox,MED,2025-09-24,106,PRESS,PLT1
PO102364,FG0027,TRW Gearbox,MED,2025-03-01,153,PRESS,PLT2
PO102365,FG0015,Aftermarket Airbag Module,MED,2025-10-26,180,PRESS,PLT1
PO102366,FG0002,Bosch Timing Belt,MED,2025-10-10,140,PRESS,PLT2
PO102367,FG0021,Performance Differential,MED,2025-03-10,143,ROBOT,PLT1
PO102368,FG0029,ACDelco Catalytic Converter,LOW,2025-06-21,73,CNC,PLT1
PO102369,FG0013,Bosch Shock Absorber,MED,2025-12-17,96,CNC,PLT1
PO102370,FG0014,Valeo Airbag Module,HIGH,2025-05-09,196,PRESS,PLT3
PO102371,FG0010,Bosch Camshaft,MED,2025-06-28,155,ROBOT,PLT1
PO102372,FG0016,OEM Caliper,LOW,2025-01-03,185,GRIND,PLT1
PO102373,FG0027,TRW Gearbox,MED,2025-08-24,185,GRIND,PLT1
PO102374,FG0019,Performance Bearing,HIGH,2025-10-26,132,GRIND,PLT1
PO102375,FG0008,Delphi Exhaust Manifold,MED,2025-08-08,14,PRESS,PLT1
PO102376,FG0019,Performance Bearing,HIGH,2025-06-11,164,ROBOT,PLT1
PO102377,FG0017,Valeo Sway Bar,MED,2025-06-05,79,ROBOT,PLT1
PO102378,FG0019,Performance Bearing,HIGH,2025-02-03,106,GRIND,PLT2
PO102379,FG0027,TRW Gearbox,MED,2025-03-16,18,GRIND,PLT3
PO102380,FG0019,Performance Bearing,HIGH,2025-02-26,24,CNC,PLT2
PO102381,FG0001,Aftermarket Gearbox,MED,2025-10-24,40,GRIND,PLT1
PO102382,FG0012,OEM Catalytic Converter,HIGH,2025-09-27,63,GRIND,PLT2
PO102383,FG0010,Bosch Camshaft,MED,2025-04-09,56,GRIND,PLT2
PO102384,FG0001,Aftermarket Gearbox,MED,2025-05-09,149,MILL,PLT2
PO102385,FG0001,Aftermarket Gearbox,MED,2025-06-12,22,CNC,PLT1
PO102386,FG0005,Remanufactured Gearbox,LOW,2025-07-29,107,ROBOT,PLT3
PO102387,FG0012,OEM Catalytic Converter,HIGH,2025-03-05,191,GRIND,PLT2
PO102388,FG0001,Aftermarket Gearbox,MED,2025-07-13,43,CNC,PLT1
PO102389,FG0017,Valeo Sway Bar,MED,2025-08-24,92,CNC,PLT1
PO102390,FG0007,Sport Shock Absorber,MED,2025-01-24,131,ROBOT,PLT2
PO102391,FG0016,OEM Caliper,LOW,2025-02-10,17,CNC,PLT3
PO102392,FG0020,Bosch Fan,MED,2025-09-28,66,CNC,PLT1
PO102393,FG0008,Delphi Exhaust Manifold,MED,2025-10-23,37,ROBOT,PLT2
PO102394,FG0018,Genuine Oil Pump,LOW,2025-02-21,187,MILL,PLT3
PO102395,FG0004,Valeo Drive Shaft,MED,2025-02-05,80,ROBOT,PLT2
PO102396,FG0012,OEM Catalytic Converter,HIGH,2025-01-23,124,GRIND,PLT3
PO102397,FG0018,Genuine Oil Pump,LOW,2025-03-17,183,ROBOT,PLT1
PO102398,FG0006,Aftermarket Timing Belt,HIGH,2025-02-16,185,PRESS,PLT1
PO102399,FG0019,Performance Bearing,HIGH,2025-06-14,109,MILL,PLT2
PO102400,FG0003,Magneti Marelli Radiator,HIGH,2025-12-31,154,CNC,PLT1
PO102401,FG0001,Aftermarket Gearbox,MED,2025-01-01,85,PRESS,PLT3
PO102402,FG0008,Delphi Exhaust Manifold,MED,2025-05-14,15,GRIND,PLT1
PO102403,FG0009,TRW Crankshaft,LOW,2025-11-30,157,GRIND,PLT3
PO102404,FG0025,Performance Fuel Injector,MED,2025-02-22,128,MILL,PLT2
PO102405,FG0027,TRW Gearbox,MED,2025-09-30,105,PRESS,PLT3
PO102406,FG0002,Bosch Timing Belt,MED,2025-08-31,178,PRESS,PLT3
PO102407,FG0010,Bosch Camshaft,MED,2025-04-29,97,GRIND,PLT2
PO102408,FG0003,Magneti Marelli Radiator,HIGH,2025-04-02,183,GRIND,PLT1
PO102409,FG0005,Remanufactured Gearbox,LOW,2025-04-22,53,CNC,PLT2
PO102410,FG0018,Genuine Oil Pump,LOW,2025-04-04,171,CNC,PLT2
PO102411,FG0011,Valeo Radiator,LOW,2025-07-04,126,CNC,PLT2
PO102412,FG0022,Remanufactured Caliper,LOW,2025-08-17,74,GRIND,PLT2
PO102413,FG0027,TRW Gearbox,MED,2025-05-13,15,CNC,PLT2
PO102414,FG0029,ACDelco Catalytic Converter,LOW,2025-05-27,175,ROBOT,PLT1
PO102415,FG0016,OEM Caliper,LOW,2025-08-04,96,CNC,PLT2
PO102416,FG0016,OEM Caliper,LOW,2025-07-16,26,MILL,PLT3
PO102417,FG0004,Valeo Drive Shaft,MED,2025-04-30,77,CNC,PLT1
PO102418,FG0007,Sport Shock Absorber,MED,2025-12-25,127,CNC,PLT2
PO102419,FG0011,Valeo Radiator,LOW,2025-03-12,94,CNC,PLT2
PO102420,FG0004,Valeo Drive Shaft,MED,2025-07-28,130,MILL,PLT1
PO102421,FG0029,ACDelco Catalytic Converter,LOW,2025-04-02,50,MILL,PLT2
PO102422,FG0025,Performance Fuel Injector,MED,2025-09-03,19,PRESS,PLT3
PO102423,FG0017,Valeo Sway Bar,MED,2025-12-01,186,PRESS,PLT1
PO102424,FG0008,Delphi Exhaust Manifold,MED,2025-03-14,35,GRIND,PLT3
PO102425,FG0019,Performance Bearing,HIGH,2025-10-23,148,PRESS,PLT2
PO102426,FG0014,Valeo Airbag Module,HIGH,2025-11-04,164,MILL,PLT3
PO102427,FG0021,Performance Differential,MED,2025-05-07,88,GRIND,PLT2
PO102428,FG0022,Remanufactured Caliper,LOW,2025-10-02,96,PRESS,PLT1
PO102429,FG0014,Valeo Airbag Module,HIGH,2025-08-10,101,PRESS,PLT3
PO102430,FG0006,Aftermarket Timing Belt,HIGH,2025-01-01,27,GRIND,PLT2
PO102431,FG0025,Performance Fuel Injector,MED,2025-07-20,12,MILL,PLT2
PO102432,FG0014,Valeo Airbag Module,HIGH,2025-08-07,17,MILL,PLT2
PO102433,FG0016,OEM Caliper,LOW,2025-04-16,20,GRIND,PLT3
PO102434,FG0022,Remanufactured Caliper,LOW,2025-08-15,155,ROBOT,PLT1
PO102435,FG0008,Delphi Exhaust Manifold,MED,2025-06-15,178,PRESS,PLT3
PO102436,FG0030,Magneti Marelli Sensor,MED,2025-01-24,72,PRESS,PLT2
PO102437,FG0005,Remanufactured Gearbox,LOW,2025-03-06,53,ROBOT,PLT1
PO102438,FG0024,Denso Turbocharger,HIGH,2025-11-17,175,PRESS,PLT2
PO102439,FG0028,ACDelco Bearing,LOW,2025-05-02,75,ROBOT,PLT1
PO102440,FG0021,Performance Differential,MED,2025-02-24,59,GRIND,PLT1
PO102441,FG0025,Performance Fuel Injector,MED,2025-05-13,129,CNC,PLT1
PO102442,FG0007,Sport Shock Absorber,MED,2025-03-05,185,GRIND,PLT3
PO102443,FG0007,Sport Shock Absorber,MED,2025-04-01,127,ROBOT,PLT3
PO102444,FG0020,Bosch Fan,MED,2025-02-27,149,CNC,PLT2
PO102445,FG0010,Bosch Camshaft,MED,2025-11-17,21,CNC,PLT3
PO102446,FG0021,Performance Differential,MED,2025-01-07,140,MILL,PLT2
PO102447,FG0030,Magneti Marelli Sensor,MED,2025-11-11,171,PRESS,PLT1
PO102448,FG0014,Valeo Airbag Module,HIGH,2025-02-16,30,GRIND,PLT2
PO102449,FG0027,TRW Gearbox,MED,2025-09-05,53,GRIND,PLT3
PO102450,FG0003,Magneti Marelli Radiator,HIGH,2025-10-02,98,ROBOT,PLT2
PO102451,FG0016,OEM Caliper,LOW,2025-05-21,122,PRESS,PLT3
PO102452,FG0015,Aftermarket Airbag Module,MED,2025-09-19,150,ROBOT,PLT2
PO102453,FG0005,Remanufactured Gearbox,LOW,2025-12-13,49,MILL,PLT1
PO102454,FG0016,OEM Caliper,LOW,2025-04-18,119,MILL,PLT3
PO102455,FG0020,Bosch Fan,MED,2025-08-13,88,MILL,PLT2
PO102456,FG0017,Valeo Sway Bar,MED,2025-10-16,62,MILL,PLT2
PO102457,FG0002,Bosch Timing Belt,MED,2025-01-04,183,MILL,PLT1
PO102458,FG0019,Performance Bearing,HIGH,2025-08-20,138,GRIND,PLT1
PO102459,FG0013,Bosch Shock Absorber,MED,2025-06-01,44,MILL,PLT2
PO102460,FG0010,Bosch Camshaft,MED,2025-06-23,196,MILL,PLT2
PO102461,FG0023,ACDelco Oil Pump,HIGH,2025-01-25,65,GRIND,PLT2
PO102462,FG0025,Performance Fuel Injector,MED,2025-11-29,111,MILL,PLT2
PO102463,FG0023,ACDelco Oil Pump,HIGH,2025-07-23,22,CNC,PLT2
PO102464,FG0017,Valeo Sway Bar,MED,2025-08-07,114,MILL,PLT1
PO102465,FG0001,Aftermarket Gearbox,MED,2025-09-16,124,CNC,PLT2
PO102466,FG0020,Bosch Fan,MED,2025-09-17,158,PRESS,PLT3
PO102467,FG0015,Aftermarket Airbag Module,MED,2025-08-26,93,ROBOT,PLT3
